X,Y,month,day,FFMC_YJ,DMC_YJ,DC_YJ,ISI_YJ,temp_YJ,RH_YJ,wind_YJ,rain_YJ,area
6,5,sep,wed,1.7911645477504607e+24,33.58060799371997,9232.456529307814,3.826484664466072,55.38614654959108,2.839276850385046,2.29240220946211,-0.0,0.0
6,5,sep,fri,1.8917795471187882e+24,34.87657064983121,9507.030893979176,4.8609248675126695,46.278200987327686,3.4297155667924977,2.5660743395766525,-0.0,0.0
5,5,mar,sat,1.5181648497797294e+24,13.909328385295575,409.15804590412426,3.464018618659759,27.438140280259752,3.040891373606746,2.5660743395766525,-0.0,0.0
8,5,oct,mon,5.700720973372468e+23,13.097324138852176,8563.609248531842,1.8518851345844802,31.120174058479225,3.4818151725897204,2.4174684809054514,-0.0,0.0
6,4,mar,wed,1.0682354766182723e+24,11.711556877321561,338.5395281015711,3.034819159067949,29.26630683343131,3.24812788399119,2.127207396074414,-0.0,0.0
6,4,apr,sat,7.017764197456516e+23,11.565477425506538,532.7368619708436,2.6514785110886216,15.048556611379178,3.4297155667924977,2.29240220946211,-0.0,0.0
6,4,sep,tue,1.3771947944292344e+24,32.94730266253764,9098.963626748771,3.2411195383145692,34.901770983797846,3.354235949007914,1.6383638678468768,-0.0,0.0
5,4,sep,mon,1.5393559373821258e+24,23.646752496673766,9708.28341195809,3.826484664466072,36.82802724352993,3.3135243735595687,1.6383638678468768,-0.0,0.0
7,4,jun,sun,2.166558594962609e+24,27.089856866821364,1508.9904191570952,10.090590819693945,41.49289968874286,3.4297155667924977,2.29240220946211,-0.0,0.0
7,4,aug,sat,1.2309189931852627e+24,29.743789770961097,6301.406696399761,3.0043915370413043,37.79972280207332,3.4115299823762437,2.6794646683367547,-0.0,0.0
7,4,aug,sat,1.9440181636391113e+24,34.58366067658899,7288.133247425789,5.990711126534291,48.32740783924962,3.176705897554622,2.6794646683367547,-0.0,0.0
7,4,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,30.19008096355219,3.6736613013132136,2.5660743395766525,-0.0,0.0
7,4,sep,fri,1.672338142247772e+24,30.970780408284313,8634.655517740282,4.513078206587487,36.58598844422044,3.225042172427029,2.6794646683367547,-0.0,0.0
7,4,sep,mon,1.3580722523299142e+24,32.442534740689446,8983.127553046928,3.2411195383145692,37.5562703198035,3.4984208860167256,0.9594084776874938,-0.0,0.0
6,3,sep,sat,1.917734825493787e+24,35.55479124440552,9652.03339785016,3.5444559892140775,65.6705083139831,2.9464848568968196,1.6383638678468768,-0.0,0.0
6,3,sep,sun,1.9440181636391113e+24,36.178204784883135,9791.875125945333,3.5444559892140775,46.02345547958143,3.3341488268699147,1.9869112958216417,-0.0,0.0
6,3,sep,fri,2.166558594962609e+24,24.953483249467606,9093.256005197316,5.240872556494329,52.746719450737196,2.9464848568968196,1.9869112958216417,-0.0,0.0
6,3,sep,mon,9.803949198625883e+23,26.242938132827568,9429.975413567756,3.2696931098345243,18.92598188850904,3.877781229675184,3.140881781919918,-0.0,0.0
6,3,sep,fri,9.803949198625883e+23,21.840667990895135,9370.391503104422,2.8800732751629723,40.50056523197025,3.292333872034264,1.2274046320367087,-0.0,0.0
6,3,sep,sun,1.5181648497797294e+24,23.06006801369225,9592.016421809763,3.464018618659759,33.47239844324504,3.3341488268699147,1.9869112958216417,-0.0,0.0
6,3,sep,mon,1.5393559373821258e+24,23.646752496673766,9708.28341195809,3.826484664466072,41.99107133024435,3.176705897554622,1.6383638678468768,-0.0,0.0
6,3,sep,tue,1.2483850323667107e+24,24.08660094869899,9823.035765465844,3.034819159067949,34.66262034330811,3.6992892392716605,2.29240220946211,-0.0,0.0
6,3,oct,tue,1.302163928670706e+24,13.802503500150086,8655.255527380863,3.15408913301693,43.24227872555506,2.9464848568968196,2.29240220946211,-0.0,0.0
7,4,oct,fri,1.1966610582759616e+24,15.38818275043472,8909.310341898277,3.7006783300419475,19.135296938948116,3.6736613013132136,2.5660743395766525,-0.0,0.0
7,3,oct,sat,1.302163928670706e+24,15.939222635406372,8990.709234457565,3.15408913301693,33.70970074265726,3.040891373606746,2.127207396074414,-0.0,0.0
4,4,mar,tue,9.123363353898851e+23,11.06158770945784,316.8343984924843,2.18088602065263,25.190444076436606,3.4115299823762437,1.6383638678468768,-0.0,0.0
4,4,jul,tue,2.4740101446607548e+23,19.883829314056847,3624.221415970579,1.106416869373317,47.30031814781303,3.292333872034264,1.7995646395503064,-0.0,0.0
4,4,aug,sat,1.2309189931852627e+24,27.20168313643017,7826.939797985876,3.751457791643953,35.14128721886486,3.392902701992548,2.9192044696012833,-0.0,0.0
4,4,aug,tue,2.317336115508587e+24,29.28092432612344,8246.168163293205,5.438394791428646,30.887063975348266,3.591096696309044,2.5660743395766525,-0.0,0.0
4,4,sep,sat,1.6955051755425009e+24,25.515964341014538,9213.34918180677,3.2696931098345243,38.04352565380168,3.4984208860167256,1.6383638678468768,-0.0,0.0
4,4,sep,wed,1.213678558897958e+24,24.522126459796308,9930.384532035228,3.0043915370413043,22.550795157540797,3.836999873388085,2.4174684809054514,-0.0,0.0
5,6,sep,wed,2.166558594962609e+24,24.953483249467606,9093.256005197316,5.240872556494329,54.062816905896376,2.9464848568968196,2.127207396074414,-0.0,0.0
5,6,sep,mon,1.3580722523299142e+24,32.442534740689446,8983.127553046928,3.2411195383145692,26.53397138182101,3.793854563515507,1.9869112958216417,-0.0,0.0
6,6,jul,mon,2.137510852154222e+24,20.25704926053729,4762.745972462819,4.250997053249801,46.533260929222266,3.270546262925017,1.7995646395503064,-0.0,0.0
4,4,mar,mon,8.006958567877933e+23,10.515048353105627,297.55362698247836,2.295699305290537,20.189350225473067,3.24812788399119,1.2274046320367087,-0.0,0.0
4,4,mar,mon,8.486586736311818e+23,17.980941126000445,586.3767753403918,2.6175575871823336,18.508870359488483,3.4648401245591143,2.6794646683367547,-0.0,0.0
4,4,sep,thu,1.7911645477504607e+24,34.19096240171348,9362.711802030553,3.826484664466072,40.99606145093983,2.6694342166728693,0.9594084776874938,-0.0,0.0
4,3,aug,sun,1.2309189931852627e+24,27.7018243109085,7954.3666620897275,3.034819159067949,42.740810404174105,3.225042172427029,1.4195555028702762,-0.0,0.0
4,3,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,40.00641978281174,3.392902701992548,2.4174684809054514,-0.0,0.0
4,3,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,40.00641978281174,3.392902701992548,2.4174684809054514,-0.0,0.0
4,3,aug,thu,1.5181648497797294e+24,30.343167725933505,8509.512497815584,3.034819159067949,33.23546997190036,3.447479402007038,1.9869112958216417,-0.0,0.0
4,3,sep,thu,1.7911645477504607e+24,34.19096240171348,9362.711802030553,3.826484664466072,58.85998871093805,2.9464848568968196,1.4195555028702762,-0.0,0.0
4,3,sep,tue,1.2483850323667107e+24,24.08660094869899,9823.035765465844,3.034819159067949,33.70970074265726,3.711782950708113,2.4174684809054514,-0.0,0.0
4,3,oct,sun,1.7189678632682742e+24,16.62636763905721,9083.745773958588,3.7261458661973275,24.524521716323168,3.530584708297477,1.6383638678468768,-0.0,0.0
2,2,feb,mon,4.9787403860926605e+23,5.336121463918207,118.96109662765002,1.4302953308687125,24.74605774879095,3.354235949007914,2.5660743395766525,-0.0,0.0
2,2,feb,fri,7.334216284955543e+23,6.8954262478812485,166.05567519394754,2.718331779972083,21.255615112313883,3.546170771445676,0.7153401251655416,-0.0,0.0
2,2,mar,sun,1.0835622804339558e+24,17.77073762672189,573.4226934910221,3.9244869600522003,19.555431110747726,3.3341488268699147,2.6794646683367547,-0.0,0.0
2,2,mar,sun,1.0835622804339558e+24,17.77073762672189,573.4226934910221,3.9244869600522003,7.944658990219038,3.6605125942506205,2.81510062769839,-0.0,0.0
2,2,aug,thu,1.8158447319886523e+24,22.9989154821032,5135.982427207567,3.436840812362984,36.102981679610394,3.24812788399119,2.4174684809054514,-0.0,0.0
2,2,aug,sun,1.2309189931852627e+24,27.7018243109085,7954.3666620897275,3.034819159067949,40.99606145093983,3.201249323491328,1.6383638678468768,-0.0,0.0
2,2,aug,mon,1.3965653803180234e+24,28.36108838356044,8093.436886735508,2.8800732751629723,46.78863438080167,3.1513643659395485,1.7995646395503064,-0.0,0.0
2,2,aug,thu,1.5181648497797294e+24,30.343167725933505,8509.512497815584,3.034819159067949,35.62141116458658,3.4297155667924977,2.29240220946211,-0.0,0.0
2,2,sep,fri,1.672338142247772e+24,30.970780408284313,8634.655517740282,4.513078206587487,46.533260929222266,3.292333872034264,2.29240220946211,-0.0,0.0
2,2,sep,fri,1.672338142247772e+24,30.970780408284313,8634.655517740282,4.513078206587487,38.04352565380168,3.201249323491328,2.5660743395766525,-0.0,0.0
2,2,sep,fri,1.672338142247772e+24,30.970780408284313,8634.655517740282,4.513078206587487,38.04352565380168,3.201249323491328,2.81510062769839,-0.0,0.0
4,5,mar,fri,1.5181648497797294e+24,13.234439367952819,385.3978116282771,3.776616614744302,32.291522887762994,3.0106609253618,2.29240220946211,-0.0,0.0
4,5,mar,fri,1.416186952868156e+24,17.06026545502361,538.2660358323133,4.5763404634746,29.03636286491509,3.040891373606746,3.140881781919918,-0.0,0.0
4,5,sep,fri,2.166558594962609e+24,24.953483249467606,9093.256005197316,5.240872556494329,33.47239844324504,3.292333872034264,1.9869112958216417,-0.0,0.0
5,4,mar,fri,1.5181648497797294e+24,13.234439367952819,385.3978116282771,3.776616614744302,28.577686132746834,2.979224540449288,2.81510062769839,-0.0,0.0
5,4,aug,tue,1.0089059643619038e+24,35.85925648985748,7651.42273055843,3.776616614744302,32.52694175356161,3.4115299823762437,2.29240220946211,-0.0,0.0
5,4,sep,fri,1.8917795471187882e+24,34.87657064983121,9507.030893979176,4.8609248675126695,58.591092520072145,3.125172583771113,0.9594084776874938,-0.0,0.0
9,9,feb,thu,5.131473282409929e+23,4.21977991386866,84.0922765734158,3.436840812362984,10.082811990337035,3.887636114400905,1.7995646395503064,-0.0,0.0
9,9,feb,fri,7.334216284955543e+23,6.8954262478812485,166.05567519394754,2.718331779972083,28.806822064367783,3.4115299823762437,1.7995646395503064,-0.0,0.0
1,3,mar,mon,8.486586736311818e+23,17.980941126000445,586.3767753403918,2.6175575871823336,13.088851080168252,3.8157392537173407,1.7995646395503064,-0.0,0.0
1,2,aug,fri,1.213678558897958e+24,29.227258274714863,6172.798712153961,4.5763404634746,26.53397138182101,3.7480629027813284,1.6383638678468768,-0.0,0.0
1,2,aug,tue,1.3771947944292344e+24,31.53999586552178,6716.35467083773,3.2411195383145692,42.99138102323447,2.758845696925095,2.9192044696012833,-0.0,0.0
1,2,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,37.79972280207332,3.3341488268699147,2.81510062769839,-0.0,0.0
1,2,aug,sun,1.2309189931852627e+24,27.7018243109085,7954.3666620897275,3.034819159067949,33.94737546680399,3.4297155667924977,1.4195555028702762,-0.0,0.0
1,2,aug,tue,2.317336115508587e+24,29.28092432612344,8246.168163293205,5.438394791428646,35.62141116458658,3.546170771445676,2.29240220946211,-0.0,0.0
1,2,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,30.887063975348266,3.4818151725897204,0.7153401251655416,-0.0,0.0
1,2,aug,thu,1.5181648497797294e+24,30.343167725933505,8509.512497815584,3.034819159067949,39.51363399371445,3.447479402007038,1.9869112958216417,-0.0,0.0
1,2,sep,thu,1.7911645477504607e+24,34.19096240171348,9362.711802030553,3.826484664466072,42.740810404174105,2.568856739911103,0.7153401251655416,-0.0,0.0
1,2,sep,thu,1.7911645477504607e+24,34.19096240171348,9362.711802030553,3.826484664466072,52.746719450737196,3.040891373606746,1.4195555028702762,-0.0,0.0
1,2,sep,thu,1.7911645477504607e+24,34.19096240171348,9362.711802030553,3.826484664466072,45.00763651262252,3.225042172427029,1.4195555028702762,-0.0,0.0
1,2,sep,sun,1.9440181636391113e+24,36.178204784883135,9791.875125945333,3.5444559892140775,52.484376245040266,3.270546262925017,1.9869112958216417,-0.0,0.0
6,5,mar,sat,1.5181648497797294e+24,13.909328385295575,409.15804590412426,3.464018618659759,32.76274019120988,2.979224540449288,2.4174684809054514,-0.0,0.0
6,5,aug,sat,1.2309189931852627e+24,27.20168313643017,7826.939797985876,3.751457791643953,26.53397138182101,3.6605125942506205,2.6794646683367547,-0.0,0.0
8,6,mar,fri,1.5181648497797294e+24,13.909328385295575,409.15804590412426,3.464018618659759,32.76274019120988,2.9464848568968196,2.5660743395766525,-0.0,0.0
8,6,aug,sun,1.6494633484060878e+24,24.992495867634215,5480.409492802122,5.016374412882001,40.99606145093983,3.176705897554622,2.81510062769839,-0.0,0.0
8,6,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,34.66262034330811,3.4115299823762437,2.4174684809054514,-0.0,0.0
8,6,aug,mon,1.3965653803180234e+24,28.36108838356044,8093.436886735508,2.8800732751629723,47.556626646751575,2.876643225547074,1.6383638678468768,-0.0,0.0
4,4,sep,sun,1.1469198756411927e+24,25.89997085658948,9324.34263704204,2.5486825773205024,33.70970074265726,3.724072238445727,0.9594084776874938,-0.0,0.0
3,4,feb,sat,4.903956417619875e+23,4.769824545367787,100.59079331766695,1.672401873839623,22.117199810147806,3.4984208860167256,1.2274046320367087,-0.0,0.0
3,4,mar,sat,4.102213960995644e+22,1.8484097857202106,39.51429391842362,0.5910459278876479,32.76274019120988,2.9464848568968196,2.5660743395766525,-0.0,0.0
3,4,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,19.766244551009983,3.9620829297194997,2.29240220946211,-0.0,0.0
3,4,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,38.53217767448927,3.3341488268699147,2.5660743395766525,-0.0,0.0
3,4,aug,sun,1.456194988069069e+24,35.07108882622565,7416.356289293073,4.160154913684233,38.53217767448927,3.3341488268699147,2.5660743395766525,-0.0,0.0
3,4,aug,tue,1.0089059643619038e+24,35.85925648985748,7651.42273055843,3.776616614744302,25.86027859967943,3.7480629027813284,2.5660743395766525,-0.0,0.0
2,4,aug,tue,2.317336115508587e+24,29.28092432612344,8246.168163293205,5.438394791428646,39.267753788845255,3.354235949007914,2.127207396074414,-0.0,0.0
2,4,sep,sat,1.6955051755425009e+24,31.52283038697573,8754.723391601749,3.6750526073530305,49.35941313466844,3.098073175323486,2.29240220946211,-0.0,0.0
2,4,jan,sat,3.722992538975158e+23,2.6284364821570563,19.60909723555409,1.8080639979138056,7.59895718026907,3.877781229675184,1.7995646395503064,-0.0,0.0
4,5,mar,fri,6.615401395839233e+23,9.113888227757332,250.0969330221778,1.7635626733637708,22.117199810147806,3.561443547555125,2.81510062769839,-0.0,0.0
4,5,mar,thu,1.456194988069069e+24,12.513112309381672,362.7830866953451,3.3819168399284627,34.66262034330811,3.098073175323486,1.7995646395503064,-0.0,0.0
4,5,aug,sun,1.2309189931852627e+24,27.7018243109085,7954.3666620897275,3.034819159067949,42.49056789283674,3.201249323491328,1.7995646395503064,-0.0,0.0
4,5,sep,sat,1.6955051755425009e+24,25.515964341014538,9213.34918180677,3.2696931098345243,39.759856369578266,3.447479402007038,1.7995646395503064,-0.0,0.0
4,5,sep,mon,9.803949198625883e+23,26.242938132827568,9429.975413567756,3.2696931098345243,32.76274019120988,3.619632616937646,2.5660743395766525,-0.0,0.0
4,4,mar,fri,6.615401395839233e+23,9.113888227757332,250.0969330221778,1.7635626733637708,24.303426548314825,3.4115299823762437,2.6794646683367547,-0.0,0.0
3,4,mar,fri,1.5181648497797294e+24,13.234439367952819,385.3978116282771,3.776616614744302,36.102981679610394,2.715382594994132,2.29240220946211,-0.0,0.0
3,4,sep,sun,1.1469198756411927e+24,25.89997085658948,9324.34263704204,2.5486825773205024,46.02345547958143,3.3341488268699147,1.9869112958216417,-0.0,0.0
3,4,sep,mon,1.5393559373821258e+24,23.646752496673766,9708.28341195809,3.826484664466072,36.34430616875878,3.24812788399119,1.6383638678468768,-0.0,0.0
3,4,mar,tue,9.123363353898851e+23,11.06158770945784,316.8343984924843,2.18088602065263,29.03636286491509,3.040891373606746,3.140881781919918,-0.0,0.0
3,5,mar,tue,9.123363353898851e+23,11.06158770945784,316.8343984924843,2.18088602065263,28.34895678846702,3.040891373606746,2.81510062769839,-0.0,0.0
3,4,mar,sat,1.5181648497797294e+24,13.909328385295575,409.15804590412426,3.464018618659759,19.766244551009983,3.125172583771113,2.81510062769839,-0.0,0.0
3,4,mar,sat,1.5181648497797294e+24,13.909328385295575,409.15804590412426,3.464018618659759,27.66522573173375,3.040891373606746,2.4174684809054514,-0.0,0.0
3,4,mar,mon,1.213678558897958e+24,14.929507084469767,451.96848753568884,3.0043915370413043,17.68080541305843,3.125172583771113,2.127207396074414,-0.0,0.0
3,4,aug,thu,1.8158447319886523e+24,22.9989154821032,5135.982427207567,3.436840812362984,38.04352565380168,3.270546262925017,1.7995646395503064,-0.0,0.0
3,4,aug,mon,1.4765874960127723e+24,35.55479124440552,7538.0912999599095,4.1830396409246715,17.06524280983741,3.836999873388085,1.4195555028702762,-0.0,0.0
3,4,aug,mon,1.4765874960127723e+24,35.55479124440552,7538.0912999599095,4.1830396409246715,32.05648506334003,3.4115299823762437,2.5660743395766525,-0.0,0.0
3,4,sep,sun,1.672338142247772e+24,32.03557720430025,8873.416685520957,3.649266052305128,45.26111490561275,3.392902701992548,2.5660743395766525,-0.0,0.0
3,4,sep,tue,5.2885168834882595e+23,22.609547037817755,8707.760621958474,1.9375932238892521,33.94737546680399,3.447479402007038,1.7995646395503064,-0.0,0.0
3,4,sep,fri,2.166558594962609e+24,24.953483249467606,9093.256005197316,5.240872556494329,38.53217767448927,3.530584708297477,2.5660743395766525,-0.0,0.0
3,4,oct,sun,1.7189678632682742e+24,16.62636763905721,9083.745773958588,3.7261458661973275,40.50056523197025,2.9464848568968196,2.5660743395766525,-0.0,0.0
3,5,mar,mon,8.486586736311818e+23,17.980941126000445,586.3767753403918,2.6175575871823336,14.454482016462551,3.5146725964821273,1.4195555028702762,-0.0,0.0
3,5,sep,fri,1.9440181636391113e+24,36.178204784883135,9791.875125945333,3.5444559892140775,32.291522887762994,3.4115299823762437,1.7995646395503064,-0.0,0.0
3,5,oct,wed,1.456194988069069e+24,14.463328399915417,8743.445175902856,2.6850670620187738,29.26630683343131,3.4648401245591143,1.9869112958216417,-0.0,0.0
2,5,oct,sun,1.7189678632682742e+24,16.62636763905721,9083.745773958588,3.7261458661973275,28.120635767686487,3.24812788399119,0.7153401251655416,-0.0,0.0
4,6,feb,sat,3.5386499346170995e+22,9.763198269000094,456.4719463604168,0.6625093104587768,28.120635767686487,3.354235949007914,1.6383638678468768,-0.0,0.0
4,6,mar,mon,8.006958567877933e+23,10.515048353105627,297.55362698247836,2.295699305290537,24.968032557109378,3.3341488268699147,1.7995646395503064,-0.0,0.0
4,6,mar,sun,1.0835622804339558e+24,17.77073762672189,573.4226934910221,3.9244869600522003,17.68080541305843,3.4648401245591143,2.4174684809054514,-0.0,0.0
4,6,sep,thu,1.9975842299527927e+24,24.126370423480285,8958.500808422272,5.594674474966111,33.23546997190036,3.392902701992548,1.7995646395503064,-0.0,0.0
3,5,mar,tue,9.123363353898851e+23,11.06158770945784,316.8343984924843,2.18088602065263,26.985217561252252,3.3135243735595687,1.6383638678468768,-0.0,0.0
3,5,aug,sat,1.9440181636391113e+24,34.58366067658899,7288.133247425789,5.990711126534291,33.23546997190036,3.561443547555125,2.6794646683367547,-0.0,0.0
3,6,sep,sun,1.672338142247772e+24,32.03557720430025,8873.416685520957,3.649266052305128,32.291522887762994,3.64713045563451,0.9594084776874938,-0.0,0.0
3,6,sep,mon,1.3580722523299142e+24,32.442534740689446,8983.127553046928,3.2411195383145692,28.577686132746834,3.7480629027813284,1.7995646395503064,-0.0,0.0
9,9,jul,tue,6.518191494342981e+23,17.06026545502361,2887.729923681565,2.21962408564761,34.18542122502334,3.392902701992548,1.6383638678468768,-0.0,0.36
1,4,sep,tue,1.3771947944292344e+24,32.94730266253764,9098.963626748771,3.2411195383145692,43.24227872555506,3.3135243735595687,1.4195555028702762,-0.0,0.43
2,5,sep,mon,1.3580722523299142e+24,32.442534740689446,8983.127553046928,3.2411195383145692,43.74505132053795,3.3341488268699147,1.2274046320367087,-0.0,0.47
1,2,aug,wed,2.544719281774272e+24,27.757089840437303,5896.43808502998,4.720740114079693,47.30031814781303,3.1513643659395485,2.29240220946211,-0.0,0.55
8,6,aug,fri,1.213678558897958e+24,29.227258274714863,6172.798712153961,4.5763404634746,41.99107133024435,3.546170771445676,3.435214604494021,-0.0,0.61
1,2,jul,sat,1.1966610582759616e+24,17.77073762672189,2662.706220826422,3.7006783300419475,30.887063975348266,3.5764150696414374,2.5660743395766525,-0.0,0.71
2,5,aug,wed,2.544719281774272e+24,27.757089840437303,5896.43808502998,4.720740114079693,48.584950514344364,3.176705897554622,2.5660743395766525,-0.0,0.77
6,5,aug,thu,2.4448617937853406e+24,33.31476478719103,7016.222702005514,4.114027399544705,58.05413195338508,2.876643225547074,2.127207396074414,-0.0,0.9
5,4,mar,mon,1.213678558897958e+24,14.929507084469767,451.96848753568884,3.0043915370413043,23.204638496161017,3.354235949007914,2.5660743395766525,-0.0,0.95
8,3,sep,tue,5.2885168834882595e+23,22.609547037817755,8707.760621958474,1.9375932238892521,49.61817599913352,3.0700028138731312,1.9869112958216417,-0.0,0.96
2,2,aug,tue,2.317336115508587e+24,29.28092432612344,8246.168163293205,5.438394791428646,32.76274019120988,3.4115299823762437,2.9192044696012833,-0.0,1.07
8,6,sep,thu,1.9975842299527927e+24,24.126370423480285,8958.500808422272,5.594674474966111,48.32740783924962,2.979224540449288,2.29240220946211,-0.0,1.12
6,5,jun,fri,1.6955051755425009e+24,18.94516373794908,4614.070794159231,3.2696931098345243,47.04432042414744,3.3341488268699147,2.5660743395766525,-0.0,1.19
9,9,jul,sun,1.213678558897958e+24,21.60925615119557,3460.9631789190266,3.298055583577956,51.17708485175544,3.098073175323486,1.4195555028702762,-0.0,1.36
3,4,jul,sat,1.213678558897958e+24,17.747300103401052,4472.972062112651,3.0043915370413043,50.6562481021856,3.4115299823762437,1.2274046320367087,-0.0,1.43
5,4,sep,fri,2.166558594962609e+24,24.953483249467606,9093.256005197316,5.240872556494329,39.267753788845255,3.4818151725897204,2.4174684809054514,-0.0,1.46
1,5,sep,sat,1.917734825493787e+24,35.55479124440552,9652.03339785016,3.5444559892140775,64.02077214283044,3.040891373606746,1.6383638678468768,-0.0,1.46
7,4,aug,sun,2.317336115508587e+24,29.28092432612344,8246.168163293205,5.438394791428646,30.422015849318676,3.4818151725897204,0.9594084776874938,-0.0,1.56
2,4,sep,sat,1.917734825493787e+24,35.55479124440552,9652.03339785016,3.5444559892140775,61.292410314637415,3.040891373606746,1.4195555028702762,-0.0,1.61
2,2,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,35.14128721886486,3.447479402007038,1.9869112958216417,-0.0,1.63
2,4,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,40.25332310882917,3.24812788399119,2.127207396074414,-0.0,1.64
7,4,sep,fri,1.672338142247772e+24,30.970780408284313,8634.655517740282,4.513078206587487,36.58598844422044,3.225042172427029,2.6794646683367547,-0.0,1.69
7,4,mar,mon,1.213678558897958e+24,14.929507084469767,451.96848753568884,3.0043915370413043,29.727397556155736,3.098073175323486,1.7995646395503064,-0.0,1.75
6,4,aug,thu,2.4448617937853406e+24,33.31476478719103,7016.222702005514,4.114027399544705,39.759856369578266,3.373812343505924,2.127207396074414,-0.0,1.9
6,3,mar,sat,1.302163928670706e+24,17.48839057600823,558.9571200223426,3.464018618659759,27.66522573173375,3.1513643659395485,3.3475534717997957,-0.0,1.94
8,6,sep,sat,1.6955051755425009e+24,31.52283038697573,8754.723391601749,3.6750526073530305,33.70970074265726,3.619632616937646,1.2274046320367087,-0.0,1.95
8,5,sep,sun,1.1469198756411927e+24,25.89997085658948,9324.34263704204,2.5486825773205024,33.70970074265726,3.7597762405179234,1.4195555028702762,-0.0,2.01
6,5,mar,thu,5.700720973372468e+23,8.67933439662655,235.8762543379832,1.8518851345844802,7.59895718026907,3.793854563515507,2.29240220946211,-0.0,2.14
6,5,aug,wed,1.6045769980811284e+24,29.79694220742125,8375.664581905012,3.9244869600522003,30.887063975348266,3.4818151725897204,0.7153401251655416,-0.0,2.29
6,5,aug,wed,2.7195438690218956e+24,32.543833838213004,6871.011331514801,5.3495377962725446,47.556626646751575,3.201249323491328,2.29240220946211,-0.0,2.51
6,5,mar,fri,1.416186952868156e+24,17.06026545502361,538.2660358323133,4.5763404634746,26.30898167958807,3.0106609253618,3.5415244471774203,-0.0,2.53
8,6,aug,thu,2.4448617937853406e+24,33.31476478719103,7016.222702005514,4.114027399544705,40.748145045388185,3.447479402007038,1.4195555028702762,-0.0,2.55
5,4,sep,wed,1.7911645477504607e+24,33.58060799371997,9232.456529307814,3.826484664466072,43.74505132053795,3.24812788399119,1.2274046320367087,-0.0,2.57
8,6,aug,wed,6.327711851992418e+23,25.97639924180841,7563.230663608401,3.1246273394011777,32.76274019120988,3.530584708297477,2.127207396074414,-0.0,2.69
